Producto;Fecha;Ingreso;Egreso;Precio Venta;Monto Venta;Stock
Paños limpieza wipes rl-045;2025-10-24;0,00;1,00;2.640,80;2.640,80;499
Paños limpieza wipes rl-045;2025-10-28;0,00;1,00;3.259,00;3.259,00;498
SUNSHINE s978c mini Debubble machine;;;;;;6
SUNSHINE s978c mini Debubble machine;2025-07-18;0,00;1,00;213.037,60;213.037,60;5
SUNSHINE s978c mini Debubble machine;2025-08-19;0,00;1,00;261.360,00;261.360,00;4
SUNSHINE s978c mini Debubble machine;2025-08-22;0,00;1,00;261.360,00;261.360,00;3
SUNSHINE s978c mini Debubble machine;2025-09-12;12,00;0,00;0,00;0,00;15
PEN PARA TAPAS DE VIDRIO - RL066A;;;;;;248
PEN PARA TAPAS DE VIDRIO - RL066A;2025-07-02;0,00;10,00;11.692,00;116.920,00;238
PEN PARA TAPAS DE VIDRIO - RL066A;2025-07-02;0,00;1,00;14.795,00;14.795,00;237
PEN PARA TAPAS DE VIDRIO - RL066A;2025-07-02;0,00;3,00;11.836,00;35.508,00;234
PEN PARA TAPAS DE VIDRIO - RL066A;2025-07-03;0,00;2,00;11.836,00;23.672,00;232
PEN PARA TAPAS DE VIDRIO - RL066A;2025-07-04;0,00;1,00;14.974,00;14.974,00;231
PEN PARA TAPAS DE VIDRIO - RL066A;2025-07-07;0,00;5,00;11.979,20;59.896,00;226
PEN PARA TAPAS DE VIDRIO - RL066A;2025-07-08;0,00;1,00;15.334,00;15.334,00;225
PEN PARA TAPAS DE VIDRIO - RL066A;2025-07-10;0,00;1,00;12.362,40;12.362,40;224
PEN PARA TAPAS DE VIDRIO - RL066A;2025-07-16;0,00;1,00;15.813,00;15.813,00;223
PEN PARA TAPAS DE VIDRIO - RL066A;2025-07-16;0,00;1,00;12.841,60;12.841,60;222
PEN PARA TAPAS DE VIDRIO - RL066A;2025-07-21;0,00;10,00;12.554,40;125.544,00;212
PEN PARA TAPAS DE VIDRIO - RL066A;2025-07-21;0,00;1,00;15.693,00;15.693,00;211
PEN PARA TAPAS DE VIDRIO - RL066A;2025-07-25;0,00;1,00;12.554,40;12.554,40;210
PEN PARA TAPAS DE VIDRIO - RL066A;2025-07-28;0,00;1,00;15.813,00;15.813,00;209
PEN PARA TAPAS DE VIDRIO - RL066A;2025-07-29;0,00;1,00;12.650,40;12.650,40;208
PEN PARA TAPAS DE VIDRIO - RL066A;2025-07-29;0,00;4,00;12.650,40;50.601,60;204
PEN PARA TAPAS DE VIDRIO - RL066A;2025-07-31;0,00;6,00;12.075,20;72.451,20;198
PEN PARA TAPAS DE VIDRIO - RL066A;2025-08-01;0,00;2,00;12.349,60;24.699,20;196
PEN PARA TAPAS DE VIDRIO - RL066A;2025-08-04;0,00;1,00;15.437,00;15.437,00;195
PEN PARA TAPAS DE VIDRIO - RL066A;2025-08-04;0,00;4,00;12.349,60;49.398,40;191
PEN PARA TAPAS DE VIDRIO - RL066A;2025-08-08;0,00;1,00;14.702,00;14.702,00;190
PEN PARA TAPAS DE VIDRIO - RL066A;2025-08-11;0,00;1,00;14.702,00;14.702,00;189
PEN PARA TAPAS DE VIDRIO - RL066A;2025-08-22;0,00;1,00;11.761,60;11.761,60;188
PEN PARA TAPAS DE VIDRIO - RL066A;2025-08-25;0,00;1,00;14.702,00;14.702,00;187
PEN PARA TAPAS DE VIDRIO - RL066A;2025-08-25;0,00;1,00;14.702,00;14.702,00;186
PEN PARA TAPAS DE VIDRIO - RL066A;2025-08-25;0,00;3,00;11.761,60;35.284,80;183
PEN PARA TAPAS DE VIDRIO - RL066A;2025-08-26;0,00;2,00;11.848,80;23.697,60;181
PEN PARA TAPAS DE VIDRIO - RL066A;2025-08-27;0,00;1,00;14.811,00;14.811,00;180
PEN PARA TAPAS DE VIDRIO - RL066A;2025-08-29;0,00;1,00;11.848,80;11.848,80;179
PEN PARA TAPAS DE VIDRIO - RL066A;2025-09-01;0,00;4,00;11.848,80;47.395,20;175
PEN PARA TAPAS DE VIDRIO - RL066A;2025-09-03;0,00;1,00;14.811,00;14.811,00;174
PEN PARA TAPAS DE VIDRIO - RL066A;2025-09-03;0,00;2,00;14.811,00;29.622,00;172
PEN PARA TAPAS DE VIDRIO - RL066A;2025-09-05;0,00;2,00;11.936,00;23.872,00;170
PEN PARA TAPAS DE VIDRIO - RL066A;2025-09-08;0,00;2,00;11.936,00;23.872,00;168
PEN PARA TAPAS DE VIDRIO - RL066A;2025-09-12;0,00;1,00;13.917,60;13.917,60;167
PEN PARA TAPAS DE VIDRIO - RL066A;2025-09-22;0,00;1,00;16.335,00;16.335,00;166
PEN PARA TAPAS DE VIDRIO - RL066A;2025-10-06;0,00;1,00;15.791,00;15.791,00;165
PEN PARA TAPAS DE VIDRIO - RL066A;2025-10-08;0,00;1,00;15.246,00;15.246,00;164
PEN PARA TAPAS DE VIDRIO - RL066A;2025-10-14;0,00;2,00;12.284,00;24.568,00;162
PEN PARA TAPAS DE VIDRIO - RL066A;2025-10-14;0,00;2,00;12.894,40;25.788,80;160
PEN PARA TAPAS DE VIDRIO - RL066A;2025-10-16;0,00;1,00;15.682,00;15.682,00;159
PEN PARA TAPAS DE VIDRIO - RL066A;2025-10-28;0,00;1,00;15.954,00;15.954,00;158
PEN PARA TAPAS DE VIDRIO - RL066A;2025-10-28;0,00;1,00;15.954,00;15.954,00;157
PEN PARA TAPAS DE VIDRIO - RL066A;2025-10-28;0,00;5,00;12.763,20;63.816,00;152
PEN PARA TAPAS DE VIDRIO - RL066A;2025-10-31;0,00;2,00;12.763,20;25.526,40;150
Reballing Platform 13/13 Pro/13 Pro Max/13 Mini;;;;;;3
Reballing Platform 13/13 Pro/13 Pro Max/13 Mini;2025-07-02;0,00;1,00;38.854,00;38.854,00;2
Reballing Platform 13/13 Pro/13 Pro Max/13 Mini;2025-07-16;0,00;1,00;40.584,00;40.584,00;1
Reballing Platform 13/13 Pro/13 Pro Max/13 Mini;2025-07-22;0,00;-1,00;-40.584,00;40.584,00;2
Reballing Platform 13/13 Pro/13 Pro Max/13 Mini;2025-07-24;0,00;1,00;32.970,40;32.970,40;1
Reballing Platform 13/13 Pro/13 Pro Max/13 Mini;2025-08-14;0,00;1,00;42.471,00;42.471,00;0
Reballing Platform 13/13 Pro/13 Pro Max/13 Mini;2025-09-02;2,00;0,00;0,00;0,00;2
Reballing Platform 13/13 Pro/13 Pro Max/13 Mini;2025-09-12;3,00;0,00;0,00;0,00;5
Reballing Platform 13/13 Pro/13 Pro Max/13 Mini;2025-09-17;0,00;1,00;28.460,00;28.460,00;4
Reballing Platform 13/13 Pro/13 Pro Max/13 Mini;2025-09-22;0,00;1,00;29.040,00;29.040,00;3
Reballing Platform 13/13 Pro/13 Pro Max/13 Mini;2025-09-30;0,00;1,00;0,00;0,00;2
Reballing Platform 13/13 Pro/13 Pro Max/13 Mini;2025-10-01;0,00;1,00;22.303,20;22.303,20;1
Reballing Platform 13/13 Pro/13 Pro Max/13 Mini;2025-10-14;1,00;0,00;0,00;0,00;2
Reballing Platform 13/13 Pro/13 Pro Max/13 Mini;2025-10-24;0,00;1,00;29.621,00;29.621,00;1
Reballing Platform 13/13 Pro/13 Pro Max/13 Mini;2025-10-26;10,00;0,00;0,00;0,00;11
Reballing Platform 13/13 Pro/13 Pro Max/13 Mini;2025-10-30;0,00;2,00;22.690,40;45.380,80;9
ESPATULA para colocar films hidrogel - 21cm SS064D;;;;;;759
ESPATULA para colocar films hidrogel - 21cm SS064D;2025-07-04;0,00;2,00;726,40;1.452,80;757
ESPATULA para colocar films hidrogel - 21cm SS064D;2025-07-07;0,00;1,00;726,40;726,40;756
ESPATULA para colocar films hidrogel - 21cm SS064D;2025-07-16;0,00;1,00;973,00;973,00;755
ESPATULA para colocar films hidrogel - 21cm SS064D;2025-07-21;0,00;1,00;952,00;952,00;754
ESPATULA para colocar films hidrogel - 21cm SS064D;2025-07-22;0,00;1,00;966,00;966,00;753
ESPATULA para colocar films hidrogel - 21cm SS064D;2025-07-29;0,00;6,00;767,20;4.603,20;747
ESPATULA para colocar films hidrogel - 21cm SS064D;2025-07-31;0,00;3,00;767,20;2.301,60;744
ESPATULA para colocar films hidrogel - 21cm SS064D;2025-08-04;0,00;1,00;981,00;981,00;743
ESPATULA para colocar films hidrogel - 21cm SS064D;2025-08-22;0,00;2,00;981,00;1.962,00;741
ESPATULA para colocar films hidrogel - 21cm SS064D;2025-08-26;0,00;10,00;790,40;7.904,00;731
ESPATULA para colocar films hidrogel - 21cm SS064D;2025-08-29;0,00;2,00;988,00;1.976,00;729
ESPATULA para colocar films hidrogel - 21cm SS064D;2025-09-02;0,00;10,00;790,40;7.904,00;719
ESPATULA para colocar films hidrogel - 21cm SS064D;2025-09-02;0,00;4,00;988,00;3.952,00;715
ESPATULA para colocar films hidrogel - 21cm SS064D;2025-09-10;0,00;3,00;1.024,00;3.072,00;712
ESPATULA para colocar films hidrogel - 21cm SS064D;2025-09-11;0,00;5,00;1.031,00;5.155,00;707
ESPATULA para colocar films hidrogel - 21cm SS064D;2025-10-07;0,00;1,00;1.060,00;1.060,00;706
ESPATULA para colocar films hidrogel - 21cm SS064D;2025-10-21;0,00;1,00;860,00;860,00;705
ESPATULA para colocar films hidrogel - 21cm SS064D;2025-10-21;0,00;1,00;1.075,00;1.075,00;704
ESPATULA para colocar films hidrogel - 21cm SS064D;2025-10-21;0,00;10,00;860,00;8.600,00;694
ESPATULA para colocar films hidrogel - 21cm SS064D;2025-10-28;0,00;5,00;851,20;4.256,00;689
ESPATULA para colocar films hidrogel - 21cm SS064D;2025-10-29;0,00;1,00;1.086,00;1.086,00;688
ESPATULA para colocar films hidrogel - 21cm SS064D;2025-11-03;0,00;3,00;1.064,00;3.192,00;685
Repuesto - Atten - AIR - heating element ACF031832;;;;;;10
Repuesto - Atten - AIR - heating element ACF031832;2025-08-05;0,00;1,00;0,01;0,01;9
TAPETE TERMICO PARA MICRO B3 - RL004i;2025-07-15;5,00;0,00;0,00;0,00;5
TAPETE TERMICO PARA MICRO B3 - RL004i;2025-07-16;35,00;0,00;0,00;0,00;40
TAPETE TERMICO PARA MICRO B3 - RL004i;2025-07-17;0,00;1,00;17.122,40;17.122,40;39
TAPETE TERMICO PARA MICRO B3 - RL004i;2025-07-21;0,00;1,00;16.739,20;16.739,20;38
TAPETE TERMICO PARA MICRO B3 - RL004i;2025-09-18;0,00;1,00;23.479,00;23.479,00;37
TAPETE TERMICO PARA MICRO B3 - RL004i;2025-10-05;0,00;1,00;0,00;0,00;36
TAPETE TERMICO PARA MICRO B3 - RL004i;2025-10-05;0,00;1,00;0,00;0,00;35
TAPETE TERMICO PARA MICRO B3 - RL004i;2025-10-13;0,00;2,00;18.783,20;37.566,40;33
TAPETE TERMICO PARA MICRO B3 - RL004i;2025-10-14;0,00;1,00;23.639,00;23.639,00;32
TAPETE TERMICO PARA MICRO B3 - RL004i;2025-10-14;2,00;0,00;0,00;0,00;34
TAPETE TERMICO PARA MICRO B3 - RL004i;2025-10-20;0,00;1,00;17.965,64;17.965,64;33
TAPETE TERMICO PARA MICRO B3 - RL004i;2025-11-03;0,00;1,00;23.399,00;23.399,00;32
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;;;;;;551
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-07-01;0,00;1,00;6.643,00;6.643,00;550
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-07-01;0,00;1,00;6.643,00;6.643,00;549
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-07-01;0,00;2,00;5.314,40;10.628,80;547
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-07-01;0,00;3,00;5.314,40;15.943,20;544
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-07-02;0,00;1,00;6.643,00;6.643,00;543
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-07-02;0,00;1,00;6.725,00;6.725,00;542
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-07-02;0,00;1,00;6.725,00;6.725,00;541
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-07-02;0,00;1,00;6.807,00;6.807,00;540
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-07-03;0,00;3,00;5.380,00;16.140,00;537
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-07-03;0,00;2,00;6.807,00;13.614,00;535
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-07-04;0,00;5,00;5.445,60;27.228,00;530
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-07-04;0,00;5,00;5.445,60;27.228,00;525
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-07-04;0,00;2,00;5.380,00;10.760,00;523
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-07-07;0,00;10,00;5.336,69;53.366,88;513
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-07-10;0,00;1,00;7.025,00;7.025,00;512
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-07-11;-1,00;-1,00;-7.493,00;7.493,00;512
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-07-11;0,00;15,00;5.620,00;84.300,00;497
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-07-14;0,00;1,00;5.620,00;5.620,00;496
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-07-14;0,00;1,00;7.025,00;7.025,00;495
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-07-15;0,00;200,00;5.620,00;1.124.000,00;295
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-07-16;50,00;0,00;0,00;0,00;345
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-07-16;50,00;0,00;0,00;0,00;395
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-07-16;0,00;1,00;7.188,00;7.188,00;394
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-07-16;0,00;1,00;7.297,00;7.297,00;393
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-07-17;10,00;0,00;0,00;0,00;403
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-07-18;0,00;1,00;5.072,80;5.072,80;402
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-07-21;10,00;0,00;0,00;0,00;412
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-07-22;0,00;1,00;4.819,16;4.819,16;411
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-07-23;10,00;0,00;0,00;0,00;421
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-07-23;0,00;1,00;6.438,00;6.438,00;420
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-07-24;10,00;0,00;0,00;0,00;430
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-07-24;10,00;0,00;0,00;0,00;440
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-07-24;0,00;3,00;5.072,80;15.218,40;437
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-07-25;10,00;0,00;0,00;0,00;447
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-07-25;0,00;1,00;6.341,00;6.341,00;446
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-07-25;0,00;5,00;6.341,00;31.705,00;441
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-07-25;0,00;10,00;5.072,80;50.728,00;431
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-07-28;10,00;0,00;0,00;0,00;441
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-07-28;0,00;1,00;6.389,00;6.389,00;440
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-07-29;30,00;0,00;0,00;0,00;470
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-07-29;0,00;6,00;6.389,00;38.334,00;464
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-07-29;0,00;2,00;6.389,00;12.778,00;462
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-07-29;0,00;1,00;6.389,00;6.389,00;461
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-07-29;0,00;10,00;5.111,20;51.112,00;451
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-07-31;0,00;4,00;5.111,20;20.444,80;447
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-07-31;0,00;1,00;6.389,00;6.389,00;446
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-08-01;0,00;2,00;5.227,20;10.454,40;444
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-08-01;0,00;1,00;5.750,10;5.750,10;443
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-08-04;0,00;2,00;6.534,00;13.068,00;441
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-08-04;0,00;1,00;5.227,20;5.227,20;440
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-08-07;0,00;1,00;6.534,00;6.534,00;439
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-08-07;0,00;1,00;6.534,00;6.534,00;438
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-08-11;0,00;1,00;5.227,20;5.227,20;437
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-08-13;0,00;1,00;6.534,00;6.534,00;436
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-08-13;0,00;1,00;6.534,00;6.534,00;435
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-08-15;0,00;1,00;6.534,00;6.534,00;434
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-08-18;0,00;1,00;6.534,00;6.534,00;433
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-08-18;0,00;1,00;6.534,00;6.534,00;432
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-08-19;0,00;1,00;6.534,00;6.534,00;431
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-08-19;0,00;1,00;6.534,00;6.534,00;430
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-08-19;0,00;1,00;6.012,00;6.012,00;429
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-08-20;0,00;10,00;4.809,60;48.096,00;419
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-08-20;0,00;1,00;5.227,20;5.227,20;418
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-08-21;0,00;2,00;6.012,00;12.024,00;416
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-08-22;0,00;1,00;6.012,00;6.012,00;415
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-08-22;0,00;2,00;7.841,00;15.682,00;413
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-08-25;0,00;1,00;6.012,00;6.012,00;412
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-08-25;0,00;1,00;6.012,00;6.012,00;411
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-08-25;0,00;1,00;6.012,00;6.012,00;410
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-08-26;0,00;1,00;6.056,00;6.056,00;409
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-08-26;0,00;1,00;6.056,00;6.056,00;408
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-08-26;0,00;20,00;4.844,80;96.896,00;388
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-08-27;0,00;1,00;6.056,00;6.056,00;387
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-08-27;0,00;2,00;4.844,80;9.689,60;385
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-08-29;0,00;1,00;6.056,00;6.056,00;384
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-09-01;0,00;3,00;4.844,80;14.534,40;381
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-09-01;0,00;10,00;4.844,80;48.448,00;371
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-09-01;0,00;1,00;6.056,00;6.056,00;370
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-09-02;0,00;1,00;6.056,00;6.056,00;369
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-09-03;0,00;1,00;6.056,00;6.056,00;368
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-09-04;0,00;2,00;4.880,80;9.761,60;366
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-09-04;0,00;1,00;4.844,80;4.844,80;365
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-09-04;0,00;-1,00;-4.844,80;4.844,80;366
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-09-04;0,00;1,00;4.844,80;4.844,80;365
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-09-05;0,00;1,00;6.101,00;6.101,00;364
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-09-08;0,00;1,00;6.101,00;6.101,00;363
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-09-09;0,00;3,00;5.023,20;15.069,60;360
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-09-09;0,00;2,00;4.880,80;9.761,60;358
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-09-11;0,00;1,00;5.023,20;5.023,20;357
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-09-11;0,00;1,00;6.323,00;6.323,00;356
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-09-15;0,00;1,00;6.502,00;6.502,00;355
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-09-15;0,00;1,00;7.915,00;7.915,00;354
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-09-15;0,00;1,00;6.502,00;6.502,00;353
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-09-16;0,00;3,00;5.201,60;15.604,80;350
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-09-16;0,00;1,00;6.546,00;6.546,00;349
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-09-18;0,00;2,00;6.546,00;13.092,00;347
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-09-18;0,00;20,00;5.236,80;104.736,00;327
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-09-19;0,00;5,00;5.236,80;26.184,00;322
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-09-19;0,00;4,00;5.236,80;20.947,20;318
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-09-22;0,00;10,00;5.432,80;54.328,00;308
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-09-23;0,00;2,00;6.591,00;13.182,00;306
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-09-23;0,00;3,00;5.272,80;15.818,40;303
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-09-23;0,00;1,00;6.791,00;6.791,00;302
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-09-30;0,00;1,00;6.234,00;6.234,00;301
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-09-30;0,00;-1,00;-6.234,00;6.234,00;302
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-09-30;0,00;1,00;6.234,00;6.234,00;301
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-09-30;0,00;1,00;6.234,00;6.234,00;300
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-09-30;0,00;1,00;4.987,20;4.987,20;299
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-09-30;0,00;4,00;0,00;0,00;295
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-10-01;0,00;1,00;6.234,00;6.234,00;294
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-10-01;0,00;1,00;5.058,40;5.058,40;293
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-10-01;0,00;5,00;5.058,40;25.292,00;288
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-10-01;0,00;1,00;5.690,70;5.690,70;287
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-10-01;0,00;1,00;6.323,00;6.323,00;286
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-10-05;0,00;1,00;0,00;0,00;285
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-10-06;0,00;1,00;6.457,00;6.457,00;284
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-10-13;0,00;2,00;5.272,80;10.545,60;282
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-10-13;0,00;10,00;5.272,80;52.728,00;272
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-10-14;0,00;1,00;6.279,00;6.279,00;271
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-10-14;3,00;0,00;0,00;0,00;274
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-10-16;0,00;2,00;5.023,20;10.046,40;272
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-10-16;0,00;1,00;6.413,00;6.413,00;271
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-10-17;0,00;1,00;6.413,00;6.413,00;270
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-10-20;0,00;1,00;6.591,00;6.591,00;269
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-10-22;0,00;1,00;6.591,00;6.591,00;268
RELIFE STENCIL PARA IC PANTALLA IPHONE 6s - 16 pro max;2025-10-22;0,00;7,00;5.521,60;38.651,20;261
